ID	up_or_down	duration	completeness	stgen	wilcox_sig	overall_mRNA_fc	wilcox_dir	mRNA_fold_change	mRNA_before	mRNA_after	22G_fold_change	22G_before	22G_after	MAplot_significant	ID
F19B2.6	1	4	0	9	0	0.0378805688922919	0	0.531508792465582	54.1950762634518	78.781174820358	-0.219643106401493	841.337003222945	722.38036435109	0	F19B2.6
F28F8.6.1	2	1	1	1	0	-0.0735699400374195	0	0.224422648915544	1851.71098777801	2163.54005160717	1.30038173928355	5.38713137722283	14.7311241532603	0	F28F8.6
F28F8.6.1	1	1	1	2	0	-0.0735699400374195	0	-0.160936416548598	2163.54005160717	1935.06055777887	-1.01259343237208	14.7311241532603	6.79720157881355	0	F28F8.6
F28F8.6.1	2	9	1	3	0	-0.0735699400374195	0	0.261860610530904	1935.06055777887	2320.38319346482	0.918169072611391	6.79720157881355	13.7344929058047	0	F28F8.6
F28F8.6.1	1	1	0	12	0	-0.0735699400374195	0	0.049313631173753	2366.64315282582	2448.97204547195	-1.55472676697306	25.6783632978947	8.08112785895939	0	F28F8.6
F29C12.1a	1	5	1	3	0	-0.759546098330214	0	-1.78507968498909	23.7430743285751	6.1794492502392	-1.50175428998299	319.468474204237	112.165025397405	0	F29C12.1
F29C12.1a	2	3	1	8	0	-0.759546098330214	0	0.585322535726776	12.4836419276342	19.2305109321926	0.426535548983843	177.064163827704	238.31863610607	0	F29C12.1
F29C12.1a	1	2	0	11	0	-0.759546098330214	0	-1.26416632460333	22.8201268559799	8.91726885013497	-0.753145894886143	238.725240656544	141.230998138421	0	F29C12.1
F31B9.3	1	10	0	3	0	-0.0549661349930215	0	0.504466740008898	273.045354778614	387.76044045251	-1.16376587131411	78.1678181563558	34.3362322645117	0	F31B9.3
F31C3.11	2	11	1	1	0	NA	0	NA	NA	NA	2.74758415638672	10.7742627544457	78.0749580122796	0	F31C3.11
F31C3.11	1	1	0	12	0	NA	0	NA	NA	NA	-0.702162399702494	49.9301508570174	30.3042294710977	0	F31C3.11
F31C3.9	2	4	1	1	0	NA	0	NA	NA	NA	1.05051943311231	1617.48619601116	3351.33074486672	1	F31C3.9
F31C3.9	1	1	1	5	0	NA	0	NA	NA	NA	-0.481576265321051	3724.43483095069	2667.1366573248	0	F31C3.9
F31C3.9	2	6	1	6	0	NA	0	NA	NA	NA	0.278383562483254	2667.1366573248	3235.01012831156	0	F31C3.9
F31C3.9	1	1	0	12	0	NA	0	NA	NA	NA	-0.362552326442341	3351.02641037526	2606.1637345144	0	F31C3.9
F35F11.2	1	2	1	1	0	0.0284567572169703	0	0.154048318879332	11.3216025067949	12.7100916869873	-0.26102253712547	272.050134549753	226.859311960209	0	F35F11.2
F35F11.2	2	3	1	3	0	0.0284567572169703	0	0.385394611579733	16.3233636008954	21.6280723758372	0.56966209846065	180.125841838559	267.822611663191	0	F35F11.2
F35F11.2	1	2	1	6	0	0.0284567572169703	0	-1.0413138282912	12.4770329467973	5.54828530117076	-0.45366943747787	288.73929114689	210.562789416729	0	F35F11.2
F35F11.2	2	1	1	8	0	0.0284567572169703	0	-0.0684884260511738	5.54828530117076	5.24468479968888	0.282775250230774	210.562789416729	256.373078235318	0	F35F11.2
F35F11.2	1	4	0	9	0	0.0284567572169703	0	0.667511173958913	5.24468479968888	8.91862356456883	-0.978809442930903	256.373078235318	129.590659301771	0	F35F11.2
F40D4.17	2	1	1	11	0	-0.45074294312165	0	-0.0215766499147962	121.306990129156	119.491402591809	1.07072050131702	104.746789267667	221.119239509649	0	F40D4.17
F40D4.17	1	1	0	12	0	-0.45074294312165	0	0.485257880375512	119.491402591809	167.668210582104	-1.24163082517162	221.119239509649	92.9329703780329	0	F40D4.17
F40E3.5.2	2	1	1	2	0	0.604626063756884	0	0.989142356493004	21.1834861449788	43.0343222205424	1.98085637927227	4.41933724597809	20.3916047364406	0	F40E3.5
F40E3.5.2	1	2	1	3	0	0.604626063756884	0	0.61474244174607	43.0343222205424	66.4290794400713	-1.07466573471738	20.3916047364406	9.15632860386978	0	F40E3.5
F40E3.5.2	2	1	1	5	0	0.604626063756884	0	-0.414032489744846	39.1228090979666	29.1130768758603	0.825401918235488	13.6651433900227	24.9870540415578	0	F40E3.5
F40E3.5.2	1	7	0	6	0	0.604626063756884	0	-1.01791628052421	29.1130768758603	13.8707132529269	-4.69972119039319	24.9870540415578	0	0	F40E3.5
F42G8.4b.1	2	1	0	12	0	-0.086127348025701	0	-0.106290630838286	242.549712723671	225.25123239818	0.169834809042101	166.909361436315	187.886222720806	0	F42G8.4
F47A4.5	2	1	1	2	0	0.0343209204880619	0	0.834326429164271	957.493573753042	1708.01740951187	0.541145108957015	94.279194580866	137.643331970974	0	F47A4.5
F47A4.5	1	3	1	3	0	0.0343209204880619	0	-0.864382734653447	1708.01740951187	937.731423723798	-0.414674066025993	137.643331970974	103.008696793535	0	F47A4.5
F47A4.5	2	2	1	6	0	0.0343209204880619	0	-0.218880930555327	1177.00010798121	1011.17499613837	1.06116695916305	80.5138408005752	169.088300592222	0	F47A4.5
F47A4.5	1	1	1	8	0	0.0343209204880619	0	0.419906099054627	1011.17499613837	1353.12867831973	-0.45861983366253	169.088300592222	122.770206478885	0	F47A4.5
F47A4.5	2	1	1	9	0	0.0343209204880619	0	-0.140118032682135	1353.12867831973	1227.79717738898	0.435345737103898	122.770206478885	166.366386941463	0	F47A4.5
F47A4.5	1	3	0	10	0	0.0343209204880619	0	0.0385934465057201	1227.79717738898	1261.11227361994	-1.01870780751256	166.366386941463	81.6050567550432	0	F47A4.5
F49E11.2	2	5	1	4	0	-0.0870012725201539	0	-0.51191167372151	29.3523839386362	20.2859010137605	0.181750913892862	151.079421963851	171.497549544785	0	F49E11.2
F49E11.2	1	1	1	9	0	-0.0870012725201539	0	-0.470318161303683	20.9787391987555	14.8643726076147	-1.19955547170093	288.871074067964	125.212596487522	0	F49E11.2
F49E11.2	2	3	0	10	0	-0.0870012725201539	0	1.22297339982397	14.8643726076147	36.0317792462841	0.932837340602661	125.212596487522	239.943226578261	0	F49E11.2
F49E8.6	2	2	1	6	0	0.0886676127733192	0	-0.253143804251172	205.177875125111	171.996844336294	0.22284378099631	20.3598218116397	23.9275897064465	0	F49E8.6
F49E8.6	1	2	1	8	0	0.0886676127733192	0	-0.14373230302642	171.996844336294	155.592315724104	-0.531230842096676	23.9275897064465	16.248997916323	0	F49E8.6
F49E8.6	2	1	1	10	0	0.0886676127733192	0	0.116287480806941	169.453847726808	183.762074156049	2.27924529935385	14.0098010055969	71.8611693813067	0	F49E8.6
F49E8.6	1	2	0	11	0	0.0886676127733192	0	-0.057346407044256	183.762074156049	176.561923232672	-2.39639151497673	71.8611693813067	12.8391816489473	0	F49E8.6
F52D2.12	1	3	1	1	0	0.187865083168022	0	-0.203261938963941	827.734938830114	718.826296519614	-0.898523712863133	1011.43391607359	542.105368839979	1	F52D2.12
F52D2.12	2	1	1	4	0	0.187865083168022	0	0.261562748317006	693.64317833935	831.721941564179	0.473243174447756	711.904548950875	988.673124268144	0	F52D2.12
F52D2.12	1	8	0	5	0	0.187865083168022	0	-0.0338814144407014	831.721941564179	812.393478535912	-0.451413467300529	988.673124268144	722.773674313209	0	F52D2.12
F53G12.7a	1	1	1	2	0	0.39998126311046	0	-0.409216787302501	14.1223240966525	10.3875950187516	-0.659876660501407	430.148825275201	271.888063152542	0	F53G12.7
F53G12.7a	2	3	1	3	0	0.39998126311046	0	1.74144518730561	10.3875950187516	37.0766955014352	0.886825408766768	271.888063152542	503.598073212838	0	F53G12.7
F53G12.7a	1	7	0	6	0	0.39998126311046	0	0.000682011010046057	8.31802196453152	8.32242795175614	-0.721722690240028	463.648669437795	280.750385888972	0	F53G12.7
F53H10.2a	2	3	1	3	0	-0.0507221397165303	0	-0.15452312439951	1862.34739264761	1673.08588450226	0.374527478267821	1271.07669523813	1648.13914869656	0	F53H10.2
F53H10.2a	1	7	0	6	0	-0.0507221397165303	0	-0.179685238838612	1555.4701073674	1373.20061203976	-0.50232770034374	1410.38038367904	995.387731788173	0	F53H10.2
F54D10.3	2	2	1	4	0	0.0640938730517089	0	0.21923804228966	63.3393548149518	73.8986394072703	1.62881862527713	1927.40717111459	5962.78531823641	1	F54D10.3
F54D10.3	1	7	0	6	0	0.0640938730517089	0	-0.0929195050140112	65.1578387221636	61.0311383128784	-1.96045487499971	6645.63092860839	1706.83473239318	0	F54D10.3
F56D12.4a	1	2	1	1	1	0.417901921545456	1	-0.598554034868169	188.693375113248	124.276452050542	-0.799643444690528	682.818902062994	391.847902476724	0	F56D12.4
F56D12.4a	2	1	1	3	1	0.417901921545456	1	-0.0340098489479477	167.685462445562	163.755405131339	0.318367528735196	436.72020143877	544.801551930252	0	F56D12.4
F56D12.4a	1	1	1	4	1	0.417901921545456	1	0.211872029473197	163.755405131339	189.818073771616	-1.05128135131803	544.801551930252	262.370753088436	0	F56D12.4
F56D12.4a	2	6	1	5	1	0.417901921545456	1	-0.119260502853317	189.818073771616	174.678461255162	0.867084723226961	262.370753088436	479.381259019516	0	F56D12.4
F56D12.4a	1	2	0	11	1	0.417901921545456	1	0.049229018306332	158.53982868365	164.077746842483	-0.603192748960277	691.816003535292	455.077660668245	0	F56D12.4
F57A10.2	1	1	1	9	0	-0.211246744219554	0	-0.835371725339137	8.7411413328148	4.45931178228441	-1.24516564183226	337.618067816933	141.849235181669	0	F57A10.2
F57A10.2	2	1	1	10	0	-0.211246744219554	0	-0.682285649912652	4.45931178228441	2.40211861641894	1.11948847777367	141.849235181669	309.368424116134	0	F57A10.2
F57A10.2	1	2	0	11	0	-0.211246744219554	0	0.424784139634299	2.40211861641894	3.56690754005399	-1.12574586646914	309.368424116134	141.230998138421	0	F57A10.2
F57F5.1	2	1	1	8	1	0.108286409091946	1	-0.205949614578417	38456.5524937398	33340.4612716222	2.20421358722606	22.33241705935	106.521208562562	0	F57F5.1
F57F5.1	1	1	1	9	1	0.108286409091946	1	-0.154917168442608	33340.4612716222	29945.7650553006	-0.265679673586634	106.521208562562	88.4368688478305	0	F57F5.1
F57F5.1	2	2	1	10	1	0.108286409091946	1	0.32820043880632	29945.7650553006	37595.5584655728	0.833150323212668	88.4368688478305	158.338169823218	0	F57F5.1
F57F5.1	1	1	0	12	1	0.108286409091946	1	0.00462787977178714	33313.1329703342	33420.1696910774	-0.963673469803216	111.27290762421	56.5678950127157	0	F57F5.1
F59E12.15	1	1	1	1	0	-0.0687938700660951	0	0.192045559552403	135.859230081538	155.345565063178	-0.577062126953126	44.4438338620884	29.4622483065206	0	F59E12.15
F59E12.15	2	6	1	2	0	-0.0687938700660951	0	0.00431538234436957	155.345565063178	155.813925281274	0.817316884975903	29.4622483065206	52.678312235805	0	F59E12.15
F59E12.15	1	1	1	8	0	-0.0687938700660951	0	0.481823744545071	151.190774456903	211.535620254118	-0.67072051883237	49.4503520599893	30.6925516197212	0	F59E12.15
F59E12.15	2	4	0	9	0	-0.0687938700660951	0	-0.221031275583829	211.535620254118	181.3453458129	0.441179006540759	30.6925516197212	42.0294030167907	0	F59E12.15
K03H6.5b	1	1	1	3	0	-0.120835820461235	0	-1.40918615499295	38.5824957839346	13.9037608130382	-0.376192787467446	781.678181563558	602.028605704438	0	K03H6.5
K03H6.5b	2	5	1	4	0	-0.120835820461235	0	0.782319145513819	13.9037608130382	24.6328798024234	0.804503054070111	602.028605704438	1052.21604103175	0	K03H6.5
K03H6.5b	1	1	1	9	0	-0.120835820461235	0	0.373061134776665	22.7269674653185	29.7287452152294	-0.501803684894108	974.939874979378	688.231474399948	0	K03H6.5
K03H6.5b	2	3	0	10	0	-0.120835820461235	0	0.0687053018172703	29.7287452152294	31.2275420134462	0.808133358926773	688.231474399948	1205.80606249989	0	K03H6.5
K05C4.11	1	1	1	1	1	0.429542061627648	1	-1.19167503187587	75.4773500452992	32.4813454223008	-2.31900920852189	84.8473191912596	16.2042365685863	0	K05C4.11
K05C4.11	2	2	1	2	1	0.429542061627648	1	0.777436882527939	32.4813454223008	56.389801530366	1.77246854380147	16.2042365685863	57.7762134199152	0	K05C4.11
K05C4.11	1	9	0	4	1	0.429542061627648	1	0.44015744445556	64.8842171275116	88.3885687028135	-0.240745484789993	66.3833823780559	56.0270878990931	0	K05C4.11
K08A2.4	2	1	0	12	0	-0.136067352048894	0	-0.145565052667997	592.106651648962	535.183379231767	0.915556427773003	109.846331885438	208.089042368204	0	K08A2.4
K08B4.6	2	1	1	11	1	0.357481258421245	1	0.00248499379651967	2369.69001509728	2373.77696790593	0.191536458592582	248.469128030281	283.888572015613	0	K08B4.6
K08B4.6	1	1	0	12	1	0.357481258421245	1	-0.0821369086293657	2373.77696790593	2242.35061424956	-0.920625968126265	283.888572015613	149.500865390749	0	K08B4.6
K10B4.6a	2	1	1	10	1	0.387943876870766	1	-0.318544905919399	163.508098683762	130.915464594832	0.708506564663761	358.125538205571	585.851228345907	0	K10B4.6
K10B4.6a	1	2	0	11	1	0.387943876870766	1	0.259798806287572	130.915464594832	156.943931762375	-0.958410528234161	585.851228345907	301.007480880876	0	K10B4.6
M01D7.5	1	4	1	6	0	0.144295441447986	0	0.279361191170604	90.1119046157582	109.578634698122	-0.248112932087837	233.212504387873	196.206235592861	0	M01D7.5
M01D7.5	2	2	1	10	0	0.144295441447986	0	0.421974990234814	49.0524296051286	66.0582619515208	0.874666339301593	154.983423624416	285.008705681793	0	M01D7.5
M01D7.5	1	1	0	12	0	0.144295441447986	0	-0.26825951851439	69.5546970310528	57.5830218160762	-0.896819700456407	245.371027068771	131.31832770809	0	M01D7.5
R05G6.5	2	5	0	8	0	-0.173799925852848	0	-0.387023038924384	27.7414265058538	20.9787391987555	0.586851981061582	408.364197656686	613.851032394423	0	R05G6.5
R07E5.4	2	2	1	6	0	0.0571350086641012	0	-0.144176595287671	680.691464097496	615.859668429954	1.10655532330528	275.783040903119	594.999397366969	0	R07E5.4
R07E5.4	1	3	1	8	0	0.0571350086641012	0	-0.493823497874898	615.859668429954	437.05706664074	-0.697546305749707	594.999397366969	366.505175223729	0	R07E5.4
R07E5.4	2	1	1	11	0	0.0571350086641012	0	0.518272131286087	380.735800702402	545.73685362826	0.637922374344187	439.69291773986	684.756354610525	0	R07E5.4
R07E5.4	1	1	0	12	0	0.0571350086641012	0	-0.371175127844364	545.73685362826	421.710953888323	-1.24213915531931	684.756354610525	288.900320957798	0	R07E5.4
R07H5.9	1	1	1	1	0	0.303939299462596	0	-0.107960078904666	21.3852491795014	19.7712537353135	-1.50584641851734	223.565952154748	78.0749580122796	0	R07H5.9
R07H5.9	2	1	1	2	0	0.303939299462596	0	-0.69040394309493	19.7712537353135	11.8715371642876	1.54288269954599	78.0749580122796	229.405553284957	0	R07H5.9
R07H5.9	1	10	0	3	0	0.303939299462596	0	0.0536167006407098	11.8715371642876	12.3588985004784	-1.42687505203464	229.405553284957	84.6960395857954	0	R07H5.9
R11G10.3	2	5	0	8	0	-0.095785576390865	0	1.21977598224919	6.93535662646345	17.4822826656296	1.27457965801735	106.876567355461	259.983966661168	0	R11G10.3
T07F10.6	2	5	0	8	0	0.082894862714527	0	-0.435237791344738	26.3543551805611	19.2305109321926	0.73851669224093	177.064163827704	296.092850919663	0	T07F10.6
T12B5.1	2	1	1	4	0	-0.100675885683975	0	-0.555804161189118	111.230086504306	75.3476323368246	1.80175527891876	4.57816430193489	18.4479435765307	0	T12B5.1
T12B5.1	1	8	0	5	0	-0.100675885683975	0	0.420776583917558	75.3476323368246	101.202600568467	-4.2815457077446	18.4479435765307	0	1	T12B5.1
T26C11.5	2	1	1	5	0	-0.0045371379341681	0	-0.133546176715436	397.024062697883	361.833955457121	1.32092103982447	125.719319188209	315.577238080415	1	T26C11.5
T26C11.5	1	7	0	6	0	-0.0045371379341681	0	-0.12591154327092	361.833955457121	331.510046744953	-1.66399077778991	315.577238080415	98.9007041199787	0	T26C11.5
T26C11.9	1	4	1	1	0	0.20784624471706	0	-0.00290051071156849	22.6432050135897	22.5957185546441	-1.43708190131831	29.6292225747256	10.3117869072822	0	T26C11.9
T26C11.9	2	1	1	5	0	0.20784624471706	0	0.363658755425559	15.9389222250975	20.7950549113288	1.51825658351183	17.7646864070295	52.7504474210665	0	T26C11.9
T26C11.9	1	3	1	6	0	0.20784624471706	0	-0.551526992583565	20.7950549113288	13.8707132529269	-1.5350987629975	52.7504474210665	17.5468991180607	0	T26C11.9
T26C11.9	2	1	1	9	0	0.20784624471706	0	-0.22336575645523	22.7269674653185	19.3236843898991	1.33713949228922	10.8326652775486	28.8952145740436	0	T26C11.9
T26C11.9	1	3	0	10	0	0.20784624471706	0	0.553380652783185	19.3236843898991	28.8254233970273	-0.727771634039082	28.8952145740436	17.0518029040389	0	T26C11.9
VF11C1L.1	2	1	1	5	0	-0.0989962658647467	0	0.146558205636479	1901.07872357527	2104.45955702648	0.914778170655048	198.827836324831	375.731257069351	0	VF11C1L.1
VF11C1L.1	1	7	0	6	0	-0.0989962658647467	0	-0.290914520031809	2104.45955702648	1719.96844336294	-0.13128604911843	375.731257069351	342.962119125732	0	VF11C1L.1
W02D7.5	2	2	1	9	0	-0.0607522788377732	0	-0.262501526137052	347.897425046029	289.855265848487	2.71406334670222	9.02722106462387	64.7953296508857	0	W02D7.5
W02D7.5	1	2	0	11	0	-0.0607522788377732	0	0.0192879563858011	302.666945668786	306.754048444643	-1.84633820079568	120.580606249989	32.8112419917543	0	W02D7.5
W03F11.5	2	4	1	8	1	-0.532411654398829	-1	-0.892856039718103	23.5802125299757	12.2375978659407	1.07817708794816	374.865572067661	792.590009473976	0	W03F11.5
W03F11.5	1	1	0	12	1	-0.532411654398829	-1	0.83891057438611	7.13381508010798	13.548946309665	-0.23226287567674	600.588386022981	511.131337079181	0	W03F11.5
W06H8.6	1	1	1	1	0	0.225325578197349	0	-1.11974255943792	1293.17859744279	594.549844469072	-1.11488304645962	849.819974756902	391.847902476724	1	W06H8.6
W06H8.6	2	1	1	2	0	0.225325578197349	0	1.17738663028198	594.549844469072	1345.9355260011	0.657239017613238	391.847902476724	618.545343672033	0	W06H8.6
W06H8.6	1	3	1	3	0	0.225325578197349	0	-0.502026533547131	1345.9355260011	950.090322224276	-0.158831595256505	618.545343672033	553.957880534121	0	W06H8.6
W06H8.6	2	2	1	6	0	0.225325578197349	0	-0.612517448448612	971.8222328561	635.278666984052	0.484440029402279	551.566081806239	772.063561194672	0	W06H8.6
W06H8.6	1	5	0	8	0	0.225325578197349	0	0.0181813234161652	635.278666984052	643.34800209517	-0.694671616181113	772.063561194672	476.63727221214	0	W06H8.6
W09B6.5	2	1	1	11	1	0.793627277777456	1	1.72977403194122	3.60317792462841	14.267630160216	1.17808665959536	15.8338169823218	37.0909692080701	0	W09B6.5
W09B6.5	1	1	0	12	1	0.793627277777456	1	-1.79909173507736	14.267630160216	3.38723657741625	-1.33089572452889	37.0909692080701	14.1419737531789	0	W09B6.5
W09H1.2	1	9	1	1	0	-0.043375190743034	0	-0.930617234778033	6.2897791704416	2.82446481933051	-0.897630927773839	99.6619304786224	53.0320469517371	0	W09H1.2
W09H1.2	2	2	1	10	0	-0.043375190743034	0	0.212446979148709	2.97287452152294	3.60317792462841	0.698283412903923	49.909916082439	81.6050567550432	0	W09H1.2
W09H1.2	1	1	0	12	0	-0.043375190743034	0	-1.23729325608319	5.35036131008098	1.69361828870812	-0.42896634748562	65.6224839835086	48.4867671537563	0	W09H1.2
W10D5.1	2	3	0	10	0	-0.0835762184405269	0	-0.548903494484594	325.529760106762	222.195972018752	1.59533520062174	235.539779406598	713.739750126199	0	W10D5.1
