ID mean fc padj line1 line2
C03A7.14 5.80372664390466 -2.46261691151526 0.000552812241293962 A1 A2
C06E4.5 6.69347770408825 -2.23591048787733 9.38775928828482e-06 A1 A2
C07G1.7 4.90695801936093 -2.95010835301387 0.0026104256562933 A1 A2
C15F1.9 10.2033101738134 -0.846853992077058 0.000146949554873196 A1 A2
C16B8.8 3.62775333050082 -4.56818477271667 0.000789013553723283 A1 A2
C39B5.3 7.47503314505197 -1.33776269021899 0.00376867864454175 A1 A2
C47B2.8 9.05995799459612 0.939123756651895 0.0074259290111768 A1 A2
E01G4.5 12.264731796131 -0.862673773108884 0.000475535331870519 A1 A2
F23A7.7 10.4157937095678 -0.680692699456561 0.00314312192837306 A1 A2
F31C3.11 5.6517581271755 2.5847272563649 0.000212921483995923 A1 A2
F31C3.9 11.8150680120438 0.815235860113775 0.00330125740258553 A1 A2
F34D6.11 6.3069930634647 -2.07502081550643 0.000789013553723283 A1 A2
F39F10.4 7.54017773343314 -1.3425959459296 0.0029449591835526 A1 A2
F43E2.6b.2 8.73277711343968 -1.10705254377292 0.000475535331870519 A1 A2
F46G11.11 6.90868169044411 -3.45410282442052 2.97838356374452e-17 A1 A2
F49C5.t3 7.06329734316157 2.15240125895511 1.46701464970959e-06 A1 A2
F52D2.12 9.59707043337345 -0.895784087945991 0.00049334453791449 A1 A2
H37A05.4a 9.5815410064388 -0.835661594702493 0.0016570447096589 A1 A2
K02C4.4 7.04608208474814 -1.64153834196018 0.00110710606026632 A1 A2
K05C4.11 5.67754141871286 -2.31230797833909 0.00287697996582013 A1 A2
K09E9.3 10.5600188126177 -0.666291682262299 0.00326347588161896 A1 A2
K10B4.6a 8.51203434900162 1.43148644044093 9.40909575407321e-06 A1 A2
M01E11.4c 8.59229851389264 -1.28829213376658 2.51773203557244e-05 A1 A2
R05G6.5 6.24763184417688 2.07993086102706 0.000727411245917821 A1 A2
R07H5.9 7.23705841310897 -1.49926455117499 0.00202238538014855 A1 A2
R10E11.5b.2 4.49300338486365 -3.3837919168981 0.00202238538014855 A1 A2
R186.1 7.47616867986912 -1.58294226257055 0.000227913817207379 A1 A2
T05B9.2 6.88249614406083 -1.51340687827792 0.00904906267621619 A1 A2
T05E11.9 8.22671899848402 -1.10145208536556 0.00314312192837306 A1 A2
T08E11.10 7.709994584593 -1.36648274553698 0.00110710606026632 A1 A2
T24A11.3 6.00470783760827 -2.08468663722362 0.00319487070582211 A1 A2
T24D5.11 9.51367734401633 -0.834297161487269 0.00207468483680714 A1 A2
T28F3.5a 7.14762254406325 -2.57905281461554 1.62279641306596e-10 A1 A2
W06H8.6 9.27154842419131 -1.10830926527526 1.94470379224765e-05 A1 A2
Y102A5D.5 5.43280430250276 3.10064008761351 9.38775928828482e-06 A1 A2
Y116F11A.1 7.25735139236376 -1.45511696759161 0.00281768379480058 A1 A2
Y17D7C.3 12.1712932063554 -0.893762436099912 0.000156729677804545 A1 A2
Y24F12A.3 11.2821359609293 -0.713519342109622 0.00107164417490027 A1 A2
Y24F12A.4 10.7824899520699 -0.652349630505441 0.0033397486399058 A1 A2
Y37E3.30 10.4352827461055 -0.989118516428485 1.19349632702683e-06 A1 A2
Y38H6C.4 4.15167664503676 -3.74410083021167 0.00202238538014855 A1 A2
Y40A1A.4 8.6965953785916 -1.39459968100753 1.46701464970959e-06 A1 A2
Y51A2A.16 5.75099267560581 -2.4001060456684 0.00110710606026632 A1 A2
Y57G11C.1134 6.48431333237511 -1.90593973991768 0.00136548157039066 A1 A2
Y57G11C.1144 7.55563472349062 -1.3641025542025 0.00223972449400127 A1 A2
Y82E9BR.22 9.86061373312077 0.86192295684072 0.00273652318425888 A1 A2
ZC190.9 8.01725673499346 1.83767120653858 9.91235199585708e-08 A1 A2
ZK218.17 5.94972390682741 -2.78247205101555 9.38775928828482e-06 A1 A2
C05E11.1 9.31584561871 1.15341921244305 1.3499017158277e-06 A1 A3
C16B8.8 3.62775333050082 -4.56818477271667 0.000117174783607533 A1 A3
C17B7.7 6.00688190345341 -2.0733268052278 0.000361550392574242 A1 A3
C37A5.9 9.53025621207069 1.50845873883136 2.13013691244282e-13 A1 A3
D2096.1a 11.1144030220814 0.660009649592995 0.00625509929475016 A1 A3
F20D1.1 6.72335534248794 2.05034025625297 3.18602035604339e-06 A1 A3
F26A3.4 8.18864899867508 -1.02540054075134 0.00955980439673521 A1 A3
F31C3.9 11.7261148556075 0.673172514524358 0.00883285218231108 A1 A3
F44G3.6.2 5.09364187801841 -2.35690132712905 0.00449687277942703 A1 A3
F46G11.11 6.9159581994922 -3.36939612274189 5.28527133366291e-21 A1 A3
F48E3.9 6.57556122088514 2.11617709048689 3.18602035604339e-06 A1 A3
F49C5.4 7.90744604183712 -1.3842670156033 6.30848215488022e-05 A1 A3
F49C5.t3 6.8423744837749 1.87675277124039 1.8728112877792e-05 A1 A3
H24K24.5a 7.60276101334284 -1.20230589647136 0.00697369109720249 A1 A3
K05C4.8 11.5785212399625 0.715920511103173 0.00232949201430674 A1 A3
K09F6.2 6.36521209617267 -1.7279435438374 0.00232949201430674 A1 A3
K10D2.8 10.4744994299501 0.68113790296235 0.00612861072928272 A1 A3
R05G6.5 6.88588934405257 2.83529913111722 3.44976175708404e-14 A1 A3
R09E12.6 7.39205218487494 -1.47226250829699 0.000321745014259733 A1 A3
R10F2.1 10.043634678295 -1.77804243328643 5.68597330865263e-23 A1 A3
T20H4.2 4.60027320789855 -2.80384087192437 0.00480230863257207 A1 A3
