ID mean fc padj line1 line2
Y65B4BL.7a 7.22622852154838 2.29230677487521 2.81349376109931e-16 PMA D25
Y65B4BR.1 7.1073778775181 1.50014116524264 2.37779613086381e-06 PMA D25
Y71A12B.15 8.04924621257348 -1.004178104641 0.00988668012090747 PMA D25
Y7A5A.22 4.71991668525934 -1.62968246927864 0.00796164731561798 PMA D25
ZC334.14 4.66213470426642 -2.14698181955279 3.5004260195189e-05 PMA D25
ZK131.10 7.39678818875552 3.05072201689112 6.71507965153895e-30 PMA D25
ZK131.6 6.53996620931159 3.18611872240759 2.63387284567178e-28 PMA D25
B0511.3 7.31702160705133 3.4954855803586 1.27887607888103e-20 PMA F25
B0511.4 5.61741444978067 5.19428439218827 4.41577160047434e-29 PMA F25
C05C9.7 2.82188140936677 -3.71607759253589 0.000206324250364746 PMA F25
C07G1.6 3.12147272907005 3.1113578008205 0.00754950244280514 PMA F25
C07G1.7 3.65887587550813 4.60060462601524 2.42369167838965e-09 PMA F25
C07G3.8b 8.86120225799455 2.88970404067104 8.84372454901266e-18 PMA F25
C07G3.9.2 8.3261671592745 -1.81895181522354 5.93107673443742e-06 PMA F25
C14C11.1 6.19000957836654 -1.92881504980749 0.000347721700984974 PMA F25
C15F1.9 11.7158732514648 -1.73539737682638 1.26075505668547e-06 PMA F25
C36F7.1 8.97161790820883 -1.61099581981259 9.16919222981724e-05 PMA F25
C42C1.7a 7.5191798010784 -1.48046866962606 0.0028451341632933 PMA F25
F26D10.9a 7.90859122795478 1.76522546886909 5.27655869307653e-05 PMA F25
F46G11.11 6.11568040616947 -1.93346202969292 0.000407205956206343 PMA F25
F56C11.3 7.21919642079848 1.49934699947104 0.00702732239002094 PMA F25
K12H4.1 3.50732267320358 3.20094968301201 0.00105448243173528 PMA F25
R186.1 7.34119366322845 1.70984781168014 0.000407205956206343 PMA F25
T03F6.1 12.9837478734719 1.85945945746168 1.60271335635395e-10 PMA F25
T04D3.4c.2 6.64463898706124 2.19100244428796 4.53314968945634e-06 PMA F25
T05C3.6a 4.47608889829336 -2.57245521897107 0.000545262606903868 PMA F25
T05D4.1.2 5.31174783959213 2.17056971958257 0.00126321233821037 PMA F25
T05G5.4 7.04605706839832 -4.8914563040065 1.39995562340235e-40 PMA F25
T11F8.5 7.91869811052565 1.47514932312469 0.00270738836061613 PMA F25
T14G10.8a.2 9.51398911324699 -1.44425471619846 0.000700876714370466 PMA F25
T20F5.5 7.50974180642399 2.82369939215398 1.94368361796528e-13 PMA F25
T23E7.5 2.42843314860733 -3.28779282797662 0.00800889594519805 PMA F25
W03D2.5c 5.41351437257904 2.68007243832635 3.52952062600894e-06 PMA F25
W05H7.3 2.55178045825687 3.4231948372397 0.00837063713049072 PMA F25
Y102A5D.5 4.09375444894142 3.35735852978354 1.59247609455348e-05 PMA F25
Y46G5A.19b.2 9.31289532483699 1.85637860347333 4.01932672209864e-07 PMA F25
Y47H9C.10 7.74645641469554 1.4638759408692 0.0042474689342648 PMA F25
Y53H1B.1 7.6348357673871 -2.36701922728139 1.11675185698682e-09 PMA F25
Y71F9B.13a 7.40938755129559 -1.57062290163534 0.00109220388771618 PMA F25
Y71F9B.15 6.56142395049531 -2.23799287889783 1.26075505668547e-06 PMA F25
Y74C9A.2b.4 5.08218870690376 -2.15243042088459 0.00180895897980772 PMA F25
ZC317.6 5.29760975274058 -2.33744902229369 0.000133858161356956 PMA F25
ZC53.3 7.09181491060207 -1.83204061840379 6.89497039613675e-05 PMA F25
B0244.2 7.64107846730642 1.78042564677766 0.00458826227880958 PMA G25
B0261.8 9.52871893712406 -2.0959490684345 0.000857370010745444 PMA G25
B0454.9 8.74799306216445 1.82068082100295 0.0032236479919111 PMA G25
C04F2.t1 4.14474337150557 3.6499045404231 6.92322466869844e-05 PMA G25
C07G1.7 2.9885020548659 3.89462285279706 0.000857370010745444 PMA G25
C11H1.12.1 9.05563775520771 1.74287928592947 0.00596340063493972 PMA G25
C15F1.9 11.6581135150438 -2.00407540444297 0.000857370010745444 PMA G25
C25F6.t4 3.95515395522541 4.40030582246669 9.11746019775302e-07 PMA G25
C27D8.1 5.35349436047303 6.33574219298281 3.65657409647923e-26 PMA G25
C27D8.3b 10.7551298840385 -2.11183554932037 0.000668078925928289 PMA G25
C36A4.7 9.41807792447803 1.80764780669666 0.00337755172075455 PMA G25
C36B7.6 7.08898548741607 2.68356725495193 9.47965089843955e-07 PMA G25
C36C9.1 8.47306216405939 1.772841295619 0.00458826227880958 PMA G25
F19B2.6 9.36950911764538 1.75149773638194 0.00552323659223145 PMA G25
F31C3.13 7.92032197378702 1.72461195653765 0.00624866891198852 PMA G25
F31C3.15 9.26162440887735 1.95601869050636 0.000857370010745444 PMA G25
F31C3.16 6.81404307052812 2.45123751889926 2.54286374411032e-05 PMA G25
F31C3.7 7.81227667676986 2.43037209804359 4.98571341745713e-06 PMA G25
F43E2.6b.2 7.81163953455116 2.43379776526027 4.98571341745713e-06 PMA G25
F47A4.5 7.01761168650145 1.82324766052106 0.00596340063493972 PMA G25
F48E3.9 6.7336931217346 2.31542790005302 0.000132415631810901 PMA G25
F54F7.6.2 6.62520243902333 2.10975902476673 0.00113888341289961 PMA G25
F55G1.10 8.24065190330573 2.50643493123765 2.49014686264747e-06 PMA G25
F58E1.13 10.1798530199514 1.66712652314915 0.0090646681855898 PMA G25
F59C6.15 7.81506607217507 1.9496697022492 0.000857370010745444 PMA G25
H14A12.5 7.24557463818217 2.35060089030113 2.54286374411032e-05 PMA G25
K07A1.16a 6.88772105699776 -1.91670788188086 0.00552323659223145 PMA G25
K10G9.2 9.7045166593332 1.97794429300299 0.000734561281132982 PMA G25
M01E11.4c 9.01850871079502 2.20477922470036 7.08728106172075e-05 PMA G25
T01B6.12.1 7.62910081769807 1.7293275357085 0.0067800551427686 PMA G25
T13H2.5a 8.85191535920892 1.80142126282189 0.00376055066329227 PMA G25
T14G10.8a.2 9.35693818082251 -2.1428306850133 0.000668078925928289 PMA G25
T23F6.1 6.00732649812878 2.38861838688646 0.000857370010745444 PMA G25
T28F2.1 4.43724993710855 4.50477687807357 1.24173221970877e-08 PMA G25
VF11C1L.1 8.34203934050215 1.94322919251778 0.000857370010745444 PMA G25
W01A11.3c 7.01318842013015 1.77934807725066 0.00862896846845832 PMA G25
W02A11.3 7.49849536683944 -1.95592931704346 0.00255372679223044 PMA G25
W02C12.3h.1 10.2690313221511 2.43344890889176 4.52020308223322e-06 PMA G25
W02D3.1 9.50068904078963 1.83939645870914 0.0025524187901758 PMA G25
W06A11.4 11.0872482162361 -2.22043421076318 0.000155524574666306 PMA G25
Y102A5D.9 5.53976284808236 3.00348040289298 2.6333777588706e-05 PMA G25
Y37E3.5c 9.50697357139311 2.42421837979739 5.60935604702422e-06 PMA G25
Y43F8B.22 7.56918388939695 -1.96730086575476 0.00230450449244977 PMA G25
Y60A3A.24 5.66979189895426 2.9133348400071 3.10888763386252e-05 PMA G25
Y71F9B.13a 7.2212698624209 -2.52902104643999 8.56384373691337e-06 PMA G25
Y71F9B.15 6.3943019239559 -3.65450637668259 4.39203940124128e-11 PMA G25
ZK131.10 6.6410648100101 2.1698559520694 0.000747950666320697 PMA G25
ZK131.6 5.97140240336234 2.53888040964501 0.000271044916393888 PMA G25
C04C3.5b 7.66925770870504 -2.44160122845257 4.96198358417064e-07 PMA H25
C04C3.6 9.30268403280241 -2.1002763776326 0.000115066361324295 PMA H25
C07G1.6 3.57151300483494 3.60545487198268 0.000412278839983009 PMA H25
C07G1.7 3.27606585005449 4.1996106028698 2.25456510103283e-05 PMA H25
C14C11.1 6.07293716177182 -2.60620802992538 2.47577377342174e-06 PMA H25
C16C8.20 7.17987314221895 1.89457017506334 0.00195759020922936 PMA H25
C36F7.1 8.83594779311368 -2.26370461869902 9.46061116302497e-06 PMA H25
C54E10.1 4.78887014351005 4.32164520687479 4.28462640355664e-10 PMA H25
C54G4.1a 4.77510417866396 2.67164138580437 0.00244458486354095 PMA H25
F11D11.2 8.12168058991307 -1.67312305165893 0.00597556154776845 PMA H25
F31C3.15 8.96643430094734 1.57383289739516 0.00587578170860885 PMA H25
F35H10.5 5.36746451558054 -2.08925177321217 0.00616772853260952 PMA H25
F53B6.6 5.86278724705602 2.12921890430114 0.00587578170860885 PMA H25
F58E10.7 7.30514861557014 1.95639925767847 0.000895503907660885 PMA H25
T03F6.1 12.7433293255607 1.54508238847249 1.59437641039575e-06 PMA H25
T05E11.9 9.6693441025808 -2.00911356560553 0.000412278839983009 PMA H25
T10D4.5 5.34149488100428 3.47595829182679 1.10356005689917e-07 PMA H25
T28F3.4a 4.21807358219417 2.87732023459008 0.00376025971319072 PMA H25
T28F3.5a 5.47849786433979 3.00291379327157 5.97987656067075e-06 PMA H25
W02B8.3 4.80964709421278 -2.48382006278927 0.00174927647874455 PMA H25
Y37E3.5c 8.98116998325495 1.7750950286523 0.000730682614441809 PMA H25
Y43F8B.22 7.59945080495723 -1.82442385555941 0.00114785047432308 PMA H25
Y43F8B.8 7.411856761583 -1.79672745074958 0.00153913261818546 PMA H25
Y53F4B.45 8.93702733678751 -2.45089260140164 9.49631374174826e-07 PMA H25
ZC123.4c 9.84483716092285 -2.64427600952893 9.08069388849129e-08 PMA H25
ZC317.6 5.20080274466041 -3.0574624752296 1.89905608937816e-06 PMA H25
ZK652.8 7.91800480177536 -1.68971760851676 0.00475509514544863 PMA H25
B0261.8 9.67496313292279 -1.45184418705158 0.00149090431199604 PMA I25
C03D6.1 8.95129506675566 -1.85898266306182 1.59643454922902e-06 PMA I25
C07G1.7 2.9970811620847 3.90377695837039 1.56092216246621e-05 PMA I25
C16B8.8 3.13644688750806 -2.70316019413255 0.00400531694137538 PMA I25
C16C8.20 7.12241539466588 1.82126032417109 5.06084535714582e-06 PMA I25
C26C6.3 9.68537909143286 1.22452220878273 0.00326899836135943 PMA I25
C26H9A.2d.1 6.85738852871545 1.7812294687768 2.52061039097807e-05 PMA I25
C36A4.7 9.00564324293282 1.25194831681477 0.00379802038630956 PMA I25
C36F7.1 8.90300728566035 -1.91200143503521 5.71228721707415e-07 PMA I25
C38H2.3 6.47086336622703 -1.44325017464466 0.00320567767237223 PMA I25
C45E1.1a 7.90378775846908 -1.81112735843908 1.76595997550878e-06 PMA I25
C45E1.4 8.44631538949317 -2.33480510465971 3.12119806646493e-11 PMA I25
C54E10.1 3.70936634046411 3.15949467812178 7.767177237687e-05 PMA I25
F07G6.7 6.65139160648658 -1.40629147414677 0.00326899836135943 PMA I25
F11D11.2 8.20263262971721 -1.36072052821234 0.00285807912370719 PMA I25
F23B12.4c.2 8.49784116124712 2.05746069037316 4.2767454059226e-09 PMA I25
F31C3.7 7.12784066747983 1.57355542457344 0.000272680644611376 PMA I25
F46G11.11 5.98159158608181 -2.73880066343145 2.46752502969313e-11 PMA I25
F49C5.t3 7.06553654775649 1.52545392324574 0.000616924468984664 PMA I25
F53B6.6 5.59120267215932 1.78765738540898 0.00257770208067939 PMA I25
M01E5.1 8.17323657810335 1.25011814754986 0.00654614296731302 PMA I25
T03F6.1 12.8354960808558 1.66752487252621 1.30012244313031e-08 PMA I25
T05E11.9 9.83236089026469 -1.32999439162159 0.00725212743098074 PMA I25
T05G5.4 7.13135349454817 -3.37109270235928 4.3925182092615e-24 PMA I25
T12B5.6b 4.27017759434701 -2.14034137289883 0.00326899836135943 PMA I25
T14G10.8a.2 9.45667048255855 -1.67016833251883 4.56207083984939e-05 PMA I25
T28B8.1.2 6.00210127052407 1.7953446414437 0.000551478924277633 PMA I25
T28F3.4a 3.86505960096812 2.46882151602608 0.00680081232410947 PMA I25
T28F3.5a 4.89028061818739 2.32113075835495 0.000215677459615431 PMA I25
W02B8.3 4.82747235492242 -2.37015309201293 2.77773027436149e-05 PMA I25
W05H7.3 2.60387168343823 3.48004759156557 0.00182914442481739 PMA I25
Y102A5D.9 4.9306037945766 2.29656786396846 0.000215677459615431 PMA I25
Y37E3.5c 9.44553443025527 2.35103758912825 1.20563663053128e-12 PMA I25
Y37E3.7.1 6.01754278928992 1.75264173865279 0.000864738474647914 PMA I25
Y46G5A.19b.2 9.48772427778177 2.075977146458 6.9380395204007e-10 PMA I25
Y53F4B.45 9.12281055434448 -1.53337512728129 0.000376770481982838 PMA I25
Y73F8A.32b 9.73053800143611 1.67816818284927 2.08209426944917e-06 PMA I25
B0284.1 4.48374758347888 3.19028530833393 1.52736765298103e-07 PMA J25
B0284.6 5.36342682094014 3.32522583098122 3.68798528224064e-12 PMA J25
C03D6.1 8.80783076207862 -2.69041492673654 4.21186592228768e-14 PMA J25
C16D9.t4 5.38978217359566 1.82765294020636 0.00403862508738224 PMA J25
C28A5.6 7.78528053312258 1.77771622470689 3.19089406303331e-06 PMA J25
C36F7.1 8.87534180628866 -2.04881172045066 1.25874199217911e-07 PMA J25
C56G7.3c 9.17947417958149 2.07136721041699 1.14768210418602e-07 PMA J25
F07D10.1 8.3772806561279 -1.51930199465651 0.000323077617203644 PMA J25
F17B5.4 3.01345056417941 -3.42232467430403 0.00061687986671027 PMA J25
F22F1.2 6.82806917617186 1.74879502160106 3.54720363625828e-05 PMA J25
F23B12.4c.2 8.76400525042248 2.38086510839974 4.79944129404536e-11 PMA J25
F31C3.11 6.05841155330662 1.7386335118505 0.00101621752084152 PMA J25
F31C3.13 10.5565092336775 4.68723195996182 1.73438512454585e-34 PMA J25
F31C3.15 11.8247390831931 4.79905247833283 2.29870881213081e-28 PMA J25
F31C3.16 9.24344822809377 5.08090652687477 6.81313654991263e-51 PMA J25
F31C3.6a 6.67614873590918 -1.61849910224071 0.000147391225301253 PMA J25
F31C3.6b 6.56739438179756 -1.86386245362573 4.93629141229412e-06 PMA J25
F31C3.7 7.05555336266579 1.47614483932343 0.00101621752084152 PMA J25
F42G4.6 6.8341798803483 2.99887964937335 2.20992283060383e-17 PMA J25
F44F4.10 4.30248262771917 3.14202049771696 1.21901230441769e-06 PMA J25
K06A4.13 4.51926061752837 2.66567621622913 4.5355935562851e-05 PMA J25
K09C6.2e 4.15169931108329 2.41101318721503 0.00273054556324285 PMA J25
T07H6.t2 3.00319356260454 2.9787443379082 0.00806207987940394 PMA J25
T28D6.4 8.93509087347462 -1.54251976411085 0.000657835104185863 PMA J25
W01A11.6 6.42959888793034 1.60099122801945 0.00131167185237756 PMA J25
W02B8.3 4.86453074525184 -2.15535643965269 0.00101621752084152 PMA J25
Y102A5D.5 3.79172545762437 3.02216933027311 0.000147391225301253 PMA J25
Y102A5D.9 5.01175924716564 2.39369745598095 6.06735549706544e-05 PMA J25
Y37E3.5c 7.33637111420879 -1.27121975535206 0.00527927765077682 PMA J25
Y43F8B.22 7.71533540223801 -1.35990112166776 0.00150870752160827 PMA J25
Y44E3A.1a 4.32470665572262 3.01270553679218 4.10018192338127e-06 PMA J25
Y44E3A.2 8.0630472100381 1.58124493008118 0.000100840104786336 PMA J25
Y46G5A.19b.2 9.75898680987282 2.40472899620629 9.04264527478563e-10 PMA J25
Y54G2A.70 6.48285939083082 2.90440272722668 2.27013263274133e-14 PMA J25
Y65B4BL.7a 7.24617301921214 2.31628924728648 6.57263632247605e-11 PMA J25
Y65B4BR.1 7.37758226019356 1.85492729357946 1.1312720818192e-06 PMA J25
Y71G12A.4 5.89630792782877 -1.69313769967084 0.00145559217809127 PMA J25
Y81G3A.1 6.33696218442188 2.37443795998793 1.10874272355611e-08 PMA J25
ZK218.12 4.98715667957338 2.20028786226754 0.000538232185663801 PMA J25
ZK218.17 5.85826606937739 1.68151711960749 0.0038951155598176 PMA J25
C03D6.1 8.73818533322468 -3.31487523989729 4.61024105332571e-16 PMA K25
C04F2.t1 3.85078058296475 3.32972989699154 0.000124087466560271 PMA K25
C04F6.1 6.44900772332829 1.92519924048959 0.000169332388015628 PMA K25
C05D2.8 9.02131947754138 -1.88475895529207 0.000121097785006515 PMA K25
C07G1.6 3.3094678506028 3.31960612537774 0.0014604062392963 PMA K25
C07G1.7 3.83505582376528 4.78360421860538 2.70601708928098e-10 PMA K25
C07G3.8b 8.96725137631064 3.00948367848712 1.00139744875978e-13 PMA K25
C07G3.9.2 8.31006727895937 -1.89333582764071 9.75909261032856e-05 PMA K25
C15F1.9 11.7800851266734 -1.47590079701058 0.00317770958906102 PMA K25
C16C8.20 7.27908009868743 2.01933476385476 1.17255299030937e-05 PMA K25
