ID	up_or_down	duration	completeness	stgen	wilcox_sig	wilcox_dir	mRNA_fold_change	mRNA_before	mRNA_after	22G_fold_change	22G_before	22G_after	MAplot_significant
C34C12.9	2	1	1	10	0	0	0.741525060456642	65.2704580702951	109.800382140445	-0.300215536701954	336.00634921726	272.693322269572	0
C34C12.9	1	2	0	11	0	0	0.0249601333376646	109.800382140445	111.734023430432	-0.218425351937537	272.693322269572	234.240242604751	0
C36C9.1	1	3	1	3	0	0	-0.427640588825957	1569.65318582373	1166.74402805644	-0.656888900836806	398.902220701141	252.635799906152	0
C36C9.1	2	2	1	6	0	0	0.125445267151262	1755.10996744627	1914.64264333352	0.223085337548309	279.469536993492	326.371656360833	0
C36C9.1	1	5	0	8	0	0	0.349072462079841	1696.40360547185	2161.05332930721	0.0622333109727284	223.54985389456	233.448182404529	0
C47B2.8	2	11	0	2	0	0	0.464510043678327	295.073577758173	407.536729787905	2.23568230812267	192.84124812287	911.963958510832	1
C48E7.11	1	1	1	5	0	0	-0.287918280642621	951.554332835015	779.221148535144	-1.50277845998604	16.6373004638665	5.22372966342976	0
C48E7.11	2	5	1	6	0	0	0.0496185210057494	779.221148535144	806.522033828985	1.37052201033345	5.22372966342976	15.0923309299807	0
C48E7.11	1	1	1	11	0	0	-0.11691387411631	1066.03662154077	982.976535242412	1.15287139382403	5.42673278148402	13.290226530766	0
C48E7.11	2	1	0	12	0	0	-0.383657547299757	982.976535242412	753.210044829766	0.0296058084441455	13.290226530766	13.586508510419	0
C52E4.2c	2	1	1	4	0	0	-0.677132203161804	1281.48593557751	801.075973223897	0.444588595952441	910.136663764472	1238.98955219147	0
