ID	up_or_down	duration	completeness	stgen	wilcox_sig	wilcox_dir	mRNA_fold_change	mRNA_before	mRNA_after	22G_fold_change	22G_before	22G_after	MAplot_significant
C52E4.2c	1	5	1	5	0	0	0.0816124197152099	801.075973223897	847.756851847987	-0.3046317856305	1238.98955219147	1002.95609537851	0
C52E4.2c	2	3	0	10	0	0	0.246823779733555	689.74997582393	818.638292161038	-0.113246998038354	1441.13705849253	1332.26289785433	0
C55C3.3	1	1	1	1	1	-1	0.123800370541685	23.6135327622449	25.8189380538402	-0.484911557793298	977.112921049232	697.901659873243	0
C55C3.3	2	1	1	2	1	-1	0.145019674816062	25.8189380538402	28.654926313212	0.195120820046503	697.901659873243	799.116619759851	0
C55C3.3	1	1	1	3	1	-1	-0.545019781753594	28.654926313212	19.3249528456552	-0.242515097860336	799.116619759851	675.314926672215	0
C55C3.3	2	1	1	4	1	-1	0.653955770846155	19.3249528456552	30.9808387434656	0.300387511448722	675.314926672215	831.865023193327	0
C55C3.3	1	4	1	5	1	-1	0.561184868463167	30.9808387434656	46.1871044064808	-0.606859064535387	831.865023193327	545.87974982841	0
C55C3.3	2	3	1	9	1	-1	-1.44322773063397	20.9072881463319	7.05626573732921	0.6151658631505	819.412495668909	1255.65378479167	0
C55C3.3	1	1	0	12	1	-1	-0.0687848881581106	18.3866114505775	17.4839843275247	-0.0338187406657369	651.221100007536	636.109952228123	0
E03E2.t1	1	11	0	2	0	0	NA	NA	NA	-1.0678431130007	17.6005901064524	7.87307014541725	0
F01D4.4.3	2	1	1	1	1	-1	0.0117798082779643	1231.0521746717	1241.15323644532	0.690317217386754	221.087259034874	357.368503465794	0
F01D4.4.3	1	7	1	2	1	-1	-0.254779277065994	1241.15323644532	1040.06769581288	-1.43852704155423	357.368503465794	131.217835756954	1
F01D4.4.3	2	3	1	9	1	-1	-0.217580306631243	956.033267054993	822.054958398852	0.771982749960719	348.765959254959	596.265602368201	1
F01D4.4.3	1	1	0	12	1	-1	1.13095929960292	881.142994900752	1930.93122913183	0.118220889290125	126.257152042277	137.124345610656	1
F07F6.1	2	4	1	1	0	0	-0.209525966204573	23.6135327622449	20.2863084708744	0.193372707401159	27.313810556756	31.3749649723717	0
F07F6.1	1	1	1	5	0	0	-0.0543649321647894	30.9808387434656	29.7981318751489	-0.253020125285799	31.3172714613958	26.1186483171488	0
F07F6.1	2	3	1	6	0	0	0.548803532920938	29.7981318751489	44.0537245368774	1.08668938581248	26.1186483171488	56.5962409874276	0
F07F6.1	1	4	0	9	0	0	-0.304299829762806	13.3046379113021	10.5843986059938	-0.152902771028358	20.6259438269062	18.4512157084623	0
F08G12.4	2	2	1	6	0	0	0.611080465242989	207.097016532285	316.847941861387	0.909759083918918	84.8856070307336	160.356016131045	0
F08G12.4	1	1	1	8	0	0	-0.742446505555953	394.971735849091	235.682157285923	0.395337711459952	84.5864312033472	111.567605245538	0
F08G12.4	2	1	1	9	0	0	0.276987238035281	235.682157285923	285.778762361833	-1.21221732054731	111.567605245538	47.5847141955079	0
F08G12.4	1	3	0	10	0	0	0.210336672261086	285.778762361833	330.791024676277	-0.36860208305573	47.5847141955079	36.6304462750171	0
F11A6.2	2	1	1	4	0	0	-0.104385498493288	83.3388591468883	77.452096858664	0.218045426537637	434.015348556723	504.991002315008	0
F11A6.2	1	3	1	5	0	0	-0.027230206056462	77.452096858664	75.9852362816297	-0.286067921511764	504.991002315008	413.980575826808	0
F11A6.2	2	5	0	8	0	0	-0.416570584277441	61.2206190566091	45.6159014101786	0.0836547225783359	567.937466651045	601.902542585171	0
F19B2.6	1	4	0	9	0	0	0.55834582387739	38.0132511751488	56.4501258986336	-0.449174589109509	732.221005855169	536.05637216164	0
F20D12.5	1	3	1	1	1	1	-0.389581196502413	125.938841398639	95.8989127714063	-1.70149587782325	343.226374166028	104.838297590608	0
F20D12.5	2	1	1	4	1	1	-0.460019831104072	103.871621545397	75.2391798055593	1.06733649557315	131.176280720502	275.983454753551	0
F20D12.5	1	1	1	5	1	1	0.381752615094085	75.2391798055593	98.3338351879914	-0.665010941957102	275.983454753551	173.68901130904	0
F20D12.5	2	7	0	6	1	1	0.183776783800825	98.3338351879914	111.828685362843	0.601833745624806	173.68901130904	264.115791274662	0
F22F7.5a	2	1	1	4	1	-1	-0.260641416996522	297.121150001949	247.846709947725	1.58162822079667	378.953699859228	1136.22975520877	0
F22F7.5a	1	1	1	5	1	-1	0.152714494146153	247.846709947725	275.632719845127	-0.908975374308234	1136.22975520877	604.646708541995	0
F22F7.5a	2	6	1	6	1	-1	-0.215723518112141	275.632719845127	237.212362890878	0.871929954254217	604.646708541995	1107.39978198733	0
F22F7.5a	1	1	0	12	1	-1	0.270414544527164	263.069979215955	317.509155387849	-0.361944217378976	571.479740822939	444.455223658205	0
F22F7.5b	2	6	1	6	0	0	NA	NA	NA	0.891828982270729	920.682353179495	1709.20647782031	0
F22F7.5b	1	1	0	12	0	0	NA	NA	NA	-0.0325412513032663	712.688397712329	696.77072369389	0
F23F12.3	2	3	1	5	0	0	0.938293031218273	66.3875115931406	128.13196706314	0.703988468130463	175.180987237183	285.999199072779	0
F23F12.3	1	5	0	8	0	0	-0.922420464818292	112.566944716991	58.9205393214807	0.078452444412644	187.298526235983	197.821552158055	0
F29B9.9a	2	1	1	3	1	-1	0.0335256512422308	31.8388070146801	32.6108579270432	0.232264429967582	873.910786141315	1026.7378021827	0
F29B9.9a	1	1	1	4	1	-1	0.200405476216803	32.6108579270432	37.6195899027797	-0.123447954982865	1026.7378021827	942.454138041381	0
F29B9.9a	2	1	1	5	1	-1	-0.552712331647883	37.6195899027797	25.3284120938766	0.038091476371747	942.454138041381	967.695920150363	0
F29B9.9a	1	2	1	6	1	-1	0.178902801399924	25.3284120938766	28.8043583510352	-0.288091165066595	967.695920150363	792.347373823987	0
F29B9.9a	2	5	0	8	1	-1	0.259192334748637	31.5977388679273	38.0132511751488	0.0265731408513545	1049.27453945104	1068.79890739423	0
F31B9.3	1	1	1	5	0	0	0.0034969145206567	298.743802169133	299.471225345247	-1.00626699855634	58.7198839901172	28.7305131488637	0
F31B9.3	2	3	1	6	0	0	0.177776577096612	299.471225345247	338.874804129826	1.94145140243919	28.7305131488637	113.192481974855	0
F31B9.3	1	4	0	9	0	0	0.290456669313556	340.218598017582	416.319678502423	-1.29947679917274	46.8771450611504	18.4512157084623	0
F31C3.7	1	3	1	2	0	0	NA	NA	NA	-1.4244313619459	286.966143039985	106.286446963133	1
F31C3.7	2	8	0	5	0	0	NA	NA	NA	0.64020874465864	178.116981436689	278.163604577635	0
F33E2.6	1	5	1	1	0	0	0	0	0	-0.111029490772378	1449.69337917273	1342.23630637902	0
F33E2.6	2	3	1	6	0	0	0	0	0	0.960742737940951	825.349286821902	1607.33324404294	0
F33E2.6	1	1	1	9	0	0	0	0	0	0.569061011052687	1141.92725368962	1694.59849532982	0
F33E2.6	2	3	0	10	0	0	0	0	0	-0.243460113020825	1694.59849532982	1431.30077111641	0
F35F11.2	2	1	1	4	0	0	-1.12857106959574	15.7015241870949	6.63875115931406	0.854784572674947	181.379548650571	328.831350344656	0
