ID	up_or_down	duration	completeness	stgen	wilcox_sig	wilcox_dir	mRNA_fold_change	mRNA_before	mRNA_after	22G_fold_change	22G_before	22G_after	MAplot_significant	ID
B0285.7	2	5	0	8	0	0	1.1837209329688	73.0697711320819	167.258305170655	-0.149998817556037	783.431469954811	705.969804620925	0	B0285.7
B0348.4u	2	12	0	1	0	0	0.256777926115035	1336.52595434306	1597.08573961611	0.146739758849632	306.120820202133	339.002670311235	0	B0348.4
B0454.9	2	1	1	4	0	0	1.2485111129903	196.872957115113	469.138415258194	1.18740199999129	191.096310185423	436.484470993205	0	B0454.9
B0454.9	1	8	0	5	0	0	-0.0364743567941925	469.138415258194	457.401324283536	-1.74753524487669	436.484470993205	129.287309169887	0	B0454.9
B0507.1	2	5	1	6	1	1	0.441292538192299	52.1467307815106	71.1637088672634	2.45944302695942	2.61186483171488	18.8654136624759	0	B0507.1
B0507.1	1	2	0	11	1	1	0.443170926962132	40.3064693933278	55.1598343517325	0.175361562465191	1.356683195371	1.66127831634575	0	B0507.1
C03E10.3	2	3	0	10	0	0	1.047405822066	17.640664343323	37.5267128834432	-0.0479202525501163	214.616772187903	207.572528891764	0	C03E10.3
C04F12.5	2	3	1	3	0	0	0.172016747703747	434.069068966805	489.162868905648	2.41107553647899	18.3704970059736	102.025996115946	1	C04F12.5
C04F12.5	1	7	0	6	0	0	0.260966005279528	357.577582501787	428.67662722423	-2.68375554160535	41.7898373074381	5.65962409874276	0	C04F12.5
C05E11.1	2	5	1	6	1	-1	-0.54742390343471	522.957214408863	357.512918356966	0.919955793654697	1115.26628314225	2111.03978883105	0	C05E11.1
C05E11.1	1	2	0	11	1	-1	0.224988120957322	494.796658759473	578.471083329707	-0.912386035268652	1092.12997227366	579.786132404668	1	C05E11.1
C06A1.3	1	11	0	2	1	1	1.19193889172309	12.9094690269201	30.7775134475241	-1.30455817521364	319.106351060463	128.593479041815	0	C06A1.3
C06H2.4	1	4	0	9	0	0	-0.316237870442874	224.278181933378	179.934776301895	0.165296119964898	55.3150311721575	62.1514634390308	0	C06H2.4
C09F5.1	2	8	0	5	0	0	-0.217187274598869	447.009244727147	384.395901189421	1.40534440073429	147.778374708462	393.085657173089	0	C09F5.1
C14C11.1	1	8	0	5	0	0	0.758113926944302	6.63875115931406	11.9192527500596	-0.876551165098445	161.479680972822	87.4974718624485	0	C14C11.1
C14F5.3d	2	1	1	9	0	0	-1.510627665556	1132.79488501944	396.914947724768	-1.15076208184893	20.6259438269062	8.7400495461137	0	C14F5.3
C14F5.3d	1	3	0	10	0	0	0.0564520793960082	396.914947724768	412.793841717875	-0.323525648518921	8.7400495461137	6.78341597685502	0	C14F5.3
C16H3.3a	1	4	0	9	1	-1	0.0680150440772298	469.463652013088	492.174535178712	-0.159896441359276	703.157175917256	629.283567320186	0	C16H3.3
C27D8.3b	2	11	0	2	0	0	-0.243001933700517	457.364045525169	386.310858444785	1.27302474846736	777.486936876332	1880.35158639715	1	C27D8.3
C28A5.4	1	12	0	1	0	0	-0.935886158393593	431.340531790339	224.993603040607	-0.963079295032343	154.606474849562	78.8200339549825	0	C28A5.4
C30D11.1j	2	7	0	6	0	0	-0.514187346427472	111.742994531808	77.9412049498599	1.53065222891121	116.227985011312	337.690904558318	0	C30D11.1
C34C12.5.1	2	7	0	6	1	-1	-0.0483737063633534	1214.27387391232	1174.20119630985	0.686118937947757	1040.82813543838	1675.24873322786	0	C34C12.5
C34C12.9	2	3	1	2	0	0	0.339653527392525	90.3662831884406	114.619705252848	0.488637333810143	447.667183142376	628.533433275811	0	C34C12.9
C34C12.9	1	8	0	5	0	0	-0.565134109040581	123.923354973862	83.4347692504169	-0.489213929357168	511.841655447188	364.355144024226	0	C34C12.9
C36C9.1	1	5	0	8	0	0	0.349072462079841	1696.40360547185	2161.05332930721	0.0622333109727284	223.54985389456	233.448182404529	0	C36C9.1
C45E1.4	2	12	0	1	0	0	-0.016432945892312	50.3755365594557	49.7936662466918	1.15936453051524	47.412652287199	107.134026734928	0	C45E1.4
C47B2.8	2	10	0	3	0	0	-0.131269497455561	407.536729787905	372.005342278864	0.701274968644414	911.963958510832	1483.42559432074	0	C47B2.8
C48E7.11	1	2	1	1	0	0	0.0898328122999796	757.207283909318	805.919709252011	-0.839053704015252	26.7984556405908	14.5396179140259	0	C48E7.11
C48E7.11	2	1	1	3	0	0	0.188265278990208	798.092762501313	909.48059329865	1.11327329556833	14.433961933265	32.3892051161734	0	C48E7.11
C48E7.11	1	9	0	4	0	0	0.0651731181792314	909.48059329865	951.554332835015	-0.920751986861865	32.3892051161734	16.6373004638665	0	C48E7.11
C52E4.2c	2	11	0	2	0	0	0.333288085726755	903.662831884406	1138.76799755839	0.321675584090793	567.810341695117	709.888491445122	0	C52E4.2
D2096.3.3	2	2	1	10	0	0	-0.231420529241943	1176.63231169965	1002.10222181343	-0.251660008786459	1205.15572074746	1012.08566374677	0	D2096.3
D2096.3.3	1	1	0	12	0	0	0.260181360485307	957.518150156997	1146.94937188562	2.16157422993491	407.01318750471	1824.46235520463	1	D2096.3
E03E2.t1	1	11	0	2	0	0	NA	NA	NA	-1.0678431130007	17.6005901064524	7.87307014541725	0	E03E2.t1
F01D4.4.3	1	7	1	2	1	-1	-0.254779277065994	1241.15323644532	1040.06769581288	-1.43852704155423	357.368503465794	131.217835756954	1	F01D4.4
F01D4.4.3	2	3	1	9	1	-1	-0.217580306631243	956.033267054993	822.054958398852	0.771982749960719	348.765959254959	596.265602368201	1	F01D4.4
