ID	up_or_down	duration	completeness	stgen	wilcox_sig	wilcox_dir	mRNA_fold_change	mRNA_before	mRNA_after	22G_fold_change	22G_before	22G_after	MAplot_significant	ID
T26C11.5	2	2	1	4	0	0	0.681480594511989	247.177970009568	397.024062697883	0.457058872140991	91.47759390401	125.947733649851	0	T26C11.5
T26C11.5	1	7	0	6	0	0	-0.12591154327092	361.833955457121	331.510046744953	-1.67089625133712	315.518589130989	98.4052518389031	0	T26C11.5
T26C11.9	1	4	1	1	0	0	-0.00290051071156849	22.6432050135897	22.5957185546441	-1.43047902196444	29.4056014551938	10.2807118224771	0	T26C11.9
T26C11.9	2	1	1	5	0	0	0.363658755425559	15.9389222250975	20.7950549113288	1.51551407052199	17.7969623635659	52.7406439309864	0	T26C11.9
T26C11.9	1	3	1	6	0	0	-0.551526992583565	20.7950549113288	13.8707132529269	-1.54168949938718	52.7406439309864	17.4589962939989	0	T26C11.9
T26C11.9	2	1	1	9	0	0	0.553380652783185	19.3236843898991	28.8254233970273	-0.735754687694021	28.9604594879782	16.9913701692259	0	T26C11.9
T26C11.9	1	3	0	10	0	0	0.29802127105824	28.8254233970273	35.6690754005399	-0.5377103596097	16.9913701692259	11.3935947677677	0	T26C11.9
W02C12.3h.1	2	1	0	12	0	0	0.172899987140532	914.553875902387	1031.12426395136	-2.03061290938285	1409.64584342849	344.257083998358	1	W02C12.3
W02D3.1	2	1	0	12	0	0	0.0522293438185351	1964.59721490142	2037.06075962299	-0.905601014461393	650.605773890073	346.833858579184	0	W02D3.1
W02D7.5	2	2	1	9	0	0	0.0621884548524463	289.855265848487	302.666945668786	0.877571636268637	64.9416364275876	120.153260482384	0	W02D7.5
W02D7.5	1	2	0	11	0	0	0.0226588480644345	306.754048444643	311.625765122295	-0.547996533241918	32.756584957332	22.0884676320704	0	W02D7.5
W02G9.1	2	12	0	1	1	-1	0.0186182985373851	103.152378395242	104.505198315229	0.100398859717371	1486.31949173525	1593.51033248394	0	W02G9.1
W03F11.5	2	5	0	8	1	-1	-0.416429517396917	12.2375978659407	8.91862356456883	-0.392713094627636	789.537255073436	601.148931795912	0	W03F11.5
W05F2.6a	2	5	0	8	0	0	-0.109919824415117	3484.21893525998	3228.54173037392	0.136195607167362	1111.46702422639	1221.60483658381	0	W05F2.6
W06H8.6	1	5	1	1	0	0	-1.11974255943792	1293.17859744279	594.549844469072	-1.10830926527526	843.406114464877	390.667049254128	1	W06H8.6
W06H8.6	2	2	1	6	0	0	-0.612517448448612	971.8222328561	635.278666984052	0.477471606198042	551.463575138033	768.195836935953	0	W06H8.6
W06H8.6	1	5	0	8	0	0	0.196314090146121	643.34800209517	737.27288133769	-0.175287609867857	474.801447242339	420.365457416412	0	W06H8.6
W09B6.5	2	1	1	11	1	1	-1.79909173507736	14.267630160216	3.38723657741625	-1.3367398970043	37.0291829952449	14.0562975840448	0	W09B6.5
W09B6.5	1	1	0	12	1	1	1.0158131206524	3.38723657741625	7.87117758741495	-0.480439096805638	14.0562975840448	9.79174340713893	0	W09B6.5
W09H1.2	1	7	1	2	0	0	0.858797885787477	2.82446481933051	5.93576858214378	-0.508903693356393	55.8095784648755	38.9232869399314	0	W09H1.2
W09H1.2	2	4	0	9	0	0	0.212446979148709	2.97287452152294	3.60317792462841	0.633451674461411	54.4105602501409	84.9568508461298	0	W09H1.2
W10D5.1	2	3	0	10	0	0	0.285746288996061	222.195972018752	271.084973044103	-0.245256263247429	845.927500567892	713.52387233145	0	W10D5.1
Y102A5C.6	1	12	0	1	0	0	NA	NA	NA	-0.653337880245116	522.617734953672	331.920124554259	0	Y102A5C.6
Y102A5D.5	2	12	0	1	0	0	NA	NA	NA	3.10064008761351	8.01970948778013	76.3710021098296	1	Y102A5D.5
Y108G3AL.7f	2	2	1	2	0	0	0.0437077768945322	5116.51802021721	5273.93038523475	1.07707678037377	301.077989086828	636.311125626704	1	Y108G3AL.7
Y108G3AL.7f	1	9	0	4	0	0	-0.570874262326043	7617.71606323237	5127.98597769274	-0.337914167959621	395.640593634843	312.815838467292	0	Y108G3AL.7
Y110A7A.20	1	8	1	1	0	0	-0.560497165292658	8.80569083861823	5.64892963866101	-1.10114562571196	20.0492737194503	8.81203870498033	0	Y110A7A.20
Y110A7A.20	2	1	1	9	0	0	-0.223749786253426	2.97287452152294	2.40211861641894	-2.92413050692037	34.2259975767016	3.64100789340556	0	Y110A7A.20
Y110A7A.20	1	1	1	10	0	0	0.900405235680247	2.40211861641894	5.35036131008098	2.35767477057422	3.64100789340556	22.7871895355353	0	Y110A7A.20
Y110A7A.20	2	2	0	11	0	0	-0.0625645211466264	5.35036131008098	5.08085486612437	1.16148831851235	22.7871895355353	52.2091053121664	0	Y110A7A.20
Y116A8C.25f.2	2	2	1	3	0	0	0.359824767872208	37.0985536383986	47.8907316893538	2.03083825056219	116.769860819794	480.257367996052	1	Y116A8C.25
Y116A8C.25f.2	1	8	0	5	0	0	0.547673109415304	34.7758303093037	51.2944687812777	-1.69366915086115	337.457786355307	103.630738952114	1	Y116A8C.25
Y119D3B.8	2	1	1	4	0	0	0.000667302491407895	46.345869376794	46.3677737457382	1.34262218533141	192.102947198421	488.731966445616	1	Y119D3B.8
Y119D3B.8	1	5	1	5	0	0	-0.107174824922279	46.3677737457382	42.9764468167462	-1.46232608215662	488.731966445616	176.727420891551	1	Y119D3B.8
Y119D3B.8	2	1	1	10	0	0	0.447518725667606	32.4286013216557	44.5863442506748	-0.898708231619812	330.118049002104	176.600718900399	0	Y119D3B.8
Y119D3B.8	1	2	0	11	0	0	-0.190289914526106	44.5863442506748	38.9532206402868	-0.389931003704324	176.600718900399	134.538848304429	0	Y119D3B.8
Y19D10A.11a	2	10	0	3	0	0	0	0	0	1.50384340297188	3.38463364695055	11.4346992380012	0	Y19D10A.11
Y2H9A.3	2	1	0	12	1	-1	-0.375781639477577	8.46809144354062	6.29694206993196	-0.77203185895454	98.3940830883136	57.204395694338	0	Y2H9A.3
Y37E11AL.1	2	3	0	10	1	1	-1.21592771992049	9.60847446567576	3.56690754005399	0.19615114419245	517.02312086359	592.466927923918	0	Y37E11AL.1
Y37H2B.1	1	3	0	10	0	0	NA	NA	NA	0.516639593419137	31.5554017428482	45.5743790710706	0	Y37H2B.1
Y38C1AA.4a	1	11	0	2	1	1	-0.466891342908219	248.552904101085	179.556999609849	-1.17227452003757	66.0902902873525	28.7693859990797	0	Y38C1AA.4
Y38F2AL.1	2	11	0	2	0	0	0.648402515471697	64.9626908446017	102.39200804198	0.476786793814831	259.95514179692	362.155800223709	0	Y38F2AL.1
Y38F2AR.10	2	8	0	5	0	0	0.708917700235634	7.24496464777159	12.4770329467973	0.823970506705281	197.135583104114	349.753743963383	0	Y38F2AR.10
Y39B6A.47a	2	2	1	2	0	0	-0.365492813421768	74.8483177122584	57.8737436759019	2.10069791139241	10.2807118224771	47.3848710573077	0	Y39B6A.47
Y39B6A.47a	1	9	0	4	0	0	-0.173234114188336	111.230086504306	98.5315192096937	-0.711293888868305	32.0171578664035	19.1659594684555	0	Y39B6A.47
Y39G10AR.17	2	5	0	8	0	0	0.339315942120141	171.32637012317	217.019840071175	-0.133960060717875	188.841484698658	172.007577564962	0	Y39G10AR.17
Y39G10AR.24	2	5	0	8	0	0	NA	NA	NA	0.209148875021908	91.7230068536338	106.18835145592	0	Y39G10AR.24
Y40A1A.4	1	7	0	6	0	0	NA	NA	NA	-0.683984910178754	477.441618743666	296.802936997982	0	Y40A1A.4
Y41C4A.12a	2	5	0	8	0	0	-0.061349020377242	124.12420692597	118.914980860918	-0.137332423898515	827.305552013167	752.09435700598	0	Y41C4A.12
Y45F10A.3b	2	8	0	5	0	0	-0.0889750372096589	163.736201039638	153.883406343833	1.6750018949351	93.7763016849432	301.639472307045	1	Y45F10A.3
Y47H10A.1	1	10	0	3	1	1	-0.387699115528525	32.6467272017908	24.7177970009568	-1.54806843649811	436.617740456621	148.651090094016	1	Y47H10A.1
Y48B6A.10	1	9	0	4	0	0	-0.44008862304066	417.112824391146	307.186501065516	-1.12514861117072	201.250706588822	91.7228060276087	0	Y48B6A.10
Y48E1B.11	2	10	0	3	0	0	0.300893265754978	31.1627850562549	38.621557813995	0.182813656458753	836.004510796787	949.080036754103	0	Y48E1B.11
Y48G9A.7	2	1	1	9	0	0	-0.415316275607103	16.3508098683762	12.0105930820947	-2.5898067793753	56.1657396130487	8.49568508461297	0	Y48G9A.7
Y48G9A.7	1	3	0	10	0	0	0.533693894144367	12.0105930820947	17.8345377002699	0.208140018524886	8.49568508461297	9.9693954217967	0	Y48G9A.7
Y50D7A.7	2	6	1	3	1	1	0.84975315530245	3932.44668567026	7087.82829002436	0.464952790849781	3863.55930799406	5333.14372460378	0	Y50D7A.7
Y50D7A.7	1	4	0	9	1	1	-0.114536081878695	3219.62310680935	2973.82284712665	-0.0817452326728763	3828.92378018331	3617.94817674733	0	Y50D7A.7
Y53F4B.16	2	5	0	8	0	0	1.14135140527747	3.49645653312592	8.91862356456883	-0.338275894633565	4060.99116618637	3211.97823412122	0	Y53F4B.16
Y53F4B.45	2	1	1	4	0	0	NA	NA	NA	1.15264590741487	230.980924607625	514.74291143852	1	Y53F4B.45
Y53F4B.45	1	8	0	5	0	0	NA	NA	NA	-1.00319488854271	514.74291143852	256.301024015495	0	Y53F4B.45
Y62E10A.4a	2	1	0	12	0	0	0.932197030640423	13.548946309665	26.7620037972108	-1.71593016100441	36.1447652161152	10.3070983233041	0	Y62E10A.4
Y69A2AR.31	1	5	0	8	1	1	0.546595989905976	57.6915327965777	84.7269238634039	-0.712993109847959	1634.82771039124	996.941878131615	0	Y69A2AR.31
Y71A12B.15	1	3	0	10	0	0	-0.0114126257678353	3.60317792462841	3.56690754005399	-0.109374266871318	259.725229729597	240.689689469092	0	Y71A12B.15
Y71F9B.13a	2	11	0	2	0	0	-0.0100464205567423	385.539447838614	382.857073548274	0.868061106615778	210.020255802031	384.155918928888	0	Y71F9B.13
Y71F9B.15	2	11	0	2	0	0	1.13851279128012	2.82446481933051	7.41971072767973	1.28165980724586	82.2456945798165	201.385701993558	0	Y71F9B.15
Y71H2AL.1	2	7	0	6	1	1	0.124053551491231	573.943515552675	625.569167707003	0.375672430774426	445.057012821131	577.734059183237	0	Y71H2AL.1
Y75B12B.4	2	3	0	10	0	0	-0.00827698515107489	138.121820444089	137.325940292079	-0.58670486779112	319.195025321887	212.205702549673	0	Y75B12B.4
Y76A2B.3	2	7	0	6	0	0	0.0176093534718849	3067.96376791804	3105.65269733033	0.967253990953056	565.342691961977	1106.26549244702	0	Y76A2B.3
ZC123.4c	2	10	0	3	1	1	-0.327081663297697	106.843834478588	84.9674271907889	1.11861415046373	419.694572221869	912.488999192499	0	ZC123.4
ZC317.6	1	7	1	1	0	0	-0.889995884613046	11.3216025067949	5.64892963866101	-0.570584809784219	44.1084021827907	29.3734623499345	0	ZC317.6
ZC317.6	2	5	0	8	0	0	-0.446320994254972	10.4893695993778	7.43218630380736	0.165729880722078	59.3501809052924	66.6968157904954	0	ZC317.6
ZC334.14	2	5	1	6	0	0	NA	NA	NA	1.22504354070603	25.9076847380284	61.9000777696326	0	ZC334.14
ZC334.14	1	2	0	11	0	0	NA	NA	NA	-1.1046471973142	27.0597875734482	12.0482550720384	0	ZC334.14
ZC416.1	2	5	0	8	1	-1	0.248135504481723	69.9291306625184	83.2404866026424	-0.82601290397373	1435.1952837098	809.137686300483	0	ZC416.1
ZK218.17	1	12	0	1	0	0	NA	NA	NA	-2.78247205101555	106.929459837068	14.6867311749672	1	ZK218.17
